clave_municipio,entidad,mpio,hogremjefmuj2015,popnoafmed2015,popden2020,crimen_2018,crimen_2019,tasa_covid
19039,Nuevo Leon,Monterrey,2972.8,1400.3,2532.67,16.85,16.86,543.884
19040,Nuevo Leon,Paras,2269.9,504.6,0.913,0,0,166.205
19041,Nuevo Leon,Pesqueria,2112.1,1203.5,480.078,43.19,77.97,225.256
19042,Nuevo Leon,Los Ramones,1913.9,1917.7,3.908,19.74,39.42,192.271
19043,Nuevo Leon,Rayones,1555.3,700.8,2.626,0,0,184.131
19044,Nuevo Leon,Sabinas Hidalgo,2597.7,655.5,20.889,5.19,10.27,831.799
19045,Nuevo Leon,Salinas Victoria,2049,989.1,65.032,57.77,62.07,428.655
19046,Nuevo Leon,San Nicolas de los Garza,2733.2,1267.3,4748.836,8.49,12.31,338.259
19047,Nuevo Leon,Hidalgo,2562.1,594.8,72.886,5.42,0,332.663
19048,Nuevo Leon,Santa Catarina,2314,1182.3,311.145,12.14,12.99,405.805
19049,Nuevo Leon,Santiago,1896.4,833.4,61.252,11.22,4.44,534.341
19050,Nuevo Leon,Vallecillo,2113.4,508.6,0.834,0,47.21,144.181
19051,Nuevo Leon,Villaldama,3119.1,487.7,4.105,0,46.65,488.286
20001,Oaxaca,Abejones,4035.9,1349.2,6.866,0,0,203.291
20002,Oaxaca,Acatlan de Perez Figueroa,2876.5,1916.2,48.364,29.39,25.08,33.392
20003,Oaxaca,Asuncion Cacalotepec,2658.6,794.3,23.485,0,0,27.574
20004,Oaxaca,Asuncion Cuyotepeji,3904.4,2666.7,14.461,0,0,116.618
20005,Oaxaca,Asuncion Ixtaltepec,2543.7,1365.8,27.883,33.41,73.51,204.662
20006,Oaxaca,Asuncion Nochixtlan,2943.2,1598.4,24.945,4.9,14.6,186.212
20007,Oaxaca,Asuncion Ocotlan,3300.6,2815.7,187.696,0,43.47,72.115
20008,Oaxaca,Asuncion Tlacolulita,2862.7,1517.2,2.996,0,0,149.254
20009,Oaxaca,Ayotzintepec,2263.2,1130.7,40.409,0,0,42.941
20010,Oaxaca,El Barrio de la Soledad,2686.6,1283.2,57.709,21.66,28.85,433.031
20011,Oaxaca,Calihuala,2828.9,820.6,10.566,0,0,100.251
20012,Oaxaca,Candelaria Loxicha,2144.6,922.2,128.7,18.74,18.61,20.316
20013,Oaxaca,Cienega de Zimatlan,2725.2,1510.3,119.24,0,0,106.589
20014,Oaxaca,Ciudad Ixtepec,3487.6,1559.2,122.282,14.04,6.99,478.135
20015,Oaxaca,Coatecas Altas,2601.5,1362.2,42.838,0,43.03,16.885
20016,Oaxaca,Coicoyan de las Flores,2329.9,1312.4,90.311,11.05,21.9,5.785
20017,Oaxaca,La CompaÃ±ia,2609.2,1066.9,38.731,0,0,23.536
20018,Oaxaca,Concepcion Buenavista,2644.6,2142,2.105,0,0,108.959
20019,Oaxaca,Concepcion Papalo,1680.6,449.9,29.171,0,0,19.493
20020,Oaxaca,Constancia del Rosario,3233.8,1801.4,16.236,75.24,24.9,66.079
20021,Oaxaca,Cosolapa,3083.1,2030.1,97.059,26.14,13.01,51.064
20022,Oaxaca,Cosoltepec,3731.9,2821.2,9.835,0,0,126.582
20023,Oaxaca,Cuilapam de Guerrero,2232.2,2268.8,540.342,4.68,18.55,324.239
20024,Oaxaca,Cuyamecalco Villa de Zaragoza,2879.6,1995.6,44.63,0,52.46,26.288
20025,Oaxaca,Chahuites,2994,2332.4,70.644,91.32,16.52,37.394
20026,Oaxaca,Chalcatongo de Hidalgo,2719.1,1313.7,81.396,0,0,147.449
20027,Oaxaca,Chiquihuitlan de Benito Juarez,3597.9,1461.6,56.938,0,0,20.678
20028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,2893.5,1701.2,81.729,46.78,51.22,181.627
20029,Oaxaca,Eloxochitlan de Flores Magon,3227,1013.3,150.16,0,23.04,2.251
20030,Oaxaca,El Espinal,2816.6,1488,105.27,0,94.27,222.563
20031,Oaxaca,Tamazulapam del Espiritu Santo,4267.2,1588.3,112.635,12.66,12.59,92.484
20032,Oaxaca,Fresnillo de Trujano,3254.2,2128.5,10.963,0,0,75.472
20033,Oaxaca,Guadalupe Etla,2536,2574.9,163.631,0,0,379.164
20034,Oaxaca,Guadalupe de Ramirez,2167.2,793.5,21.481,0,64.32,37.736
20035,Oaxaca,Guelatao de Juarez,3513.5,1205.3,28.615,0,0,315.789
20036,Oaxaca,Guevea de Humboldt,1518,896.7,10.197,36.9,0,43.804
20037,Oaxaca,Mesones Hidalgo,3142.9,988.6,12.518,0,42.05,30.742
20038,Oaxaca,Villa Hidalgo,2662.8,2295.3,52.772,0,0,24.740
20039,Oaxaca,Heroica Ciudad de Huajuapan de Leon,3069.4,2791.5,216.873,33.63,14.83,323.609
20040,Oaxaca,Huautepec,3370.1,1895.5,178.751,0,0,10.854
20041,Oaxaca,Huautla de Jimenez,3311.2,3287.7,443.807,3.41,23.8,37.894
20042,Oaxaca,Ixtlan de Juarez,2469.7,783.7,15.284,24.67,12.28,132.614
20043,Oaxaca,Heroica Ciudad de Juchitan de Zaragoza,3329.1,1757.1,273.9,59.4,43.31,215.612
20044,Oaxaca,Loma Bonita,3542,1600.4,69.598,45.66,34.1,122.914
20045,Oaxaca,Magdalena Apasco,3068.6,1528.4,269.215,0,11.51,422.581
20046,Oaxaca,Magdalena Jaltepec,2794.4,1251.2,15.909,0,0,42.283
20047,Oaxaca,Santa Magdalena Jicotlan,4193.5,1034.5,1.671,0,0,1052.632
20048,Oaxaca,Magdalena Mixtepec,2605,1527.3,124.826,0,0,21.413
20049,Oaxaca,Magdalena Ocotlan,2006.8,2286.2,48.845,0,0,198.511
20050,Oaxaca,Magdalena PeÃ±asco,3545.2,1543.9,49.821,0,0,8.233
20051,Oaxaca,Magdalena Teitipac,1596.8,2491.8,98.267,0,0,18.821
20052,Oaxaca,Magdalena Tequisistlan,2739,1381.3,9.999,0,0,441.754
20053,Oaxaca,Magdalena Tlacotepec,2706.8,1139.3,5.525,0,0,184.332
20054,Oaxaca,Magdalena Zahuatlan,3662,795.2,5.757,0,0,46.838
20055,Oaxaca,Mariscala de Juarez,2464.4,1167.5,51.416,0,0,57.034
20056,Oaxaca,Martires de Tacubaya,4089.8,941,16.191,0,0,33.400
20057,Oaxaca,Matias Romero AvendaÃ±o,0,1504,26.161,49.09,64.42,91.914
20058,Oaxaca,Mazatlan Villa de Flores,2235.5,1267.5,92.329,29.74,22.28,16.277
20059,Oaxaca,Miahuatlan de Porfirio Diaz,2769.3,2983.1,154.236,65.55,44.66,259.200
20060,Oaxaca,Mixistlan de la Reforma,2237.2,1408.1,12.996,32.91,0,11.058
20061,Oaxaca,Monjas,2832.6,1344.6,33.844,0,68.34,66.760
20062,Oaxaca,Natividad,4255.3,1115.8,17.741,0,0,63.898
20063,Oaxaca,Nazareno Etla,2823.5,2120.2,258.614,0,0,363.722
20064,Oaxaca,Nejapa de Madero,2941.7,884.2,22.957,53.26,13.29,68.573
20065,Oaxaca,Ixpantepec Nieves,2652.5,3440.9,11.585,190.56,0,84.459
20066,Oaxaca,Santiago Niltepec,2750.6,1244.6,7.856,36.32,36.32,59.225
20067,Oaxaca,Oaxaca de Juarez,3911.2,2582.5,3169.806,17.2,18.23,828.230
20068,Oaxaca,Ocotlan de Morelos,3163.8,2736.2,191.912,26.15,13.01,362.313
20069,Oaxaca,La Pe,2743.5,273.6,113.923,0,0,18.215
20070,Oaxaca,Pinotepa de Don Luis,2842.2,911.1,125.73,89.7,44.71,68.046
20071,Oaxaca,Pluma Hidalgo,2143.9,1020.6,18.094,0,33.9,43.391
20072,Oaxaca,San Jose del Progreso,1983.8,1046.6,121.48,0,0,261.632
20073,Oaxaca,Putla Villa de Guerrero,3385,1457.4,39.192,58.36,58,108.771
20074,Oaxaca,Santa Catarina Quioquitani,2362.2,580.9,9.928,0,0,18.051
20075,Oaxaca,Reforma de Pineda,3390.6,1002.6,13.717,38.45,0,24.171
20076,Oaxaca,La Reforma,3225.4,1428.1,6.873,0,0,27.076
20077,Oaxaca,Reyes Etla,2676.1,2070.8,180.579,25.71,0,335.209
20078,Oaxaca,Rojas de Cuauhtemoc,3417.7,1625.6,50.98,0,0,241.379
20079,Oaxaca,Salina Cruz,3382.4,1510.2,743.62,18.02,43.73,301.803
20080,Oaxaca,San Agustin Amatengo,3187.5,1494.2,27.143,0,168.57,47.458
20081,Oaxaca,San Agustin Atenango,3438.1,2909.1,22.561,0,0,50.000
20082,Oaxaca,San Agustin Chayuco,2872.8,1346.7,38.845,0,130.78,26.855
20083,Oaxaca,San Agustin de las Juntas,3077.3,2067,892.712,19.6,19.38,442.321
20084,Oaxaca,San Agustin Etla,3345.4,2093.4,51.016,22.96,22.86,523.609
20085,Oaxaca,San Agustin Loxicha,1925.5,1039.8,67.314,34.99,73.22,21.803
20086,Oaxaca,San Agustin Tlacotepec,3895.7,3541.4,13.047,0,0,81.633
20087,Oaxaca,San Agustin Yatareni,2659.9,3041.1,166.446,20.65,0,388.286
20088,Oaxaca,San Andres Cabecera Nueva,2370.7,1255.8,12.904,0,0,10.464
20089,Oaxaca,San Andres Dinicuiti,2086.3,975.4,19.043,0,0,86.403
20090,Oaxaca,San Andres Huaxpaltepec,2741.6,1760.7,92.192,64.43,16.01,39.179
20091,Oaxaca,San Andres Huayapam,3326.3,2788.6,447.541,0,0,696.729
20092,Oaxaca,San Andres Ixtlahuaca,3004.4,2606,53.542,0,0,228.091
20093,Oaxaca,San Andres Lagunas,3473.1,2484.5,5.139,0,0,19.802
20094,Oaxaca,San Andres NuxiÃ±o,2303.3,444.2,21.971,0,0,27.563
20095,Oaxaca,San Andres Paxtlan,1393.9,2810.2,58.615,0,73.15,19.991
20096,Oaxaca,San Andres Sinaxtla,3050,586.6,21.945,0,0,102.828
20097,Oaxaca,San Andres Solaga,2195.1,2292,46.276,0,0,11.242
20098,Oaxaca,San Andres Teotilalpam,2732,1769.5,31.402,21.78,0,0.000
20099,Oaxaca,San Andres Tepetlapa,3223.1,1800.8,4.977,421.14,420.08,57.143
20100,Oaxaca,San Andres Yaa,2971.4,2109,11.848,0,0,0.000
20101,Oaxaca,San Andres Zabache,2959.2,1772.7,20.941,0,0,0.000
20102,Oaxaca,San Andres Zautla,2824.9,1741.9,245.438,0,20.52,221.166
20103,Oaxaca,San Antonino Castillo Velasco,2619.7,3664.5,182.816,0,15.86,210.111
20104,Oaxaca,San Antonino el Alto,2548.7,848,41.571,0,0,21.521
20105,Oaxaca,San Antonino Monte Verde,2661,703.6,42.985,0,0,9.388
20106,Oaxaca,San Antonio Acutla,2500,763.1,12.2,0,0,37.175
20107,Oaxaca,San Antonio de la Cal,3409.9,2423.4,2574.143,7.31,18.06,417.546
20108,Oaxaca,San Antonio Huitepec,4264.4,1298.3,14.751,0,0,32.873
20109,Oaxaca,San Antonio Nanahuatipam,3034.1,529.7,9.657,0,0,46.912
20110,Oaxaca,San Antonio Sinicahua,3706.5,1799.2,34.406,0,0,0.000
20111,Oaxaca,San Antonio Tepetlapa,2911.8,1578.3,74.889,0,0,20.179
20112,Oaxaca,San Baltazar Chichicapam,2398.1,1210.9,25.558,0,0,126.437
20113,Oaxaca,San Baltazar Loxicha,1621.6,1158.2,53.996,0,0,13.021
20114,Oaxaca,San Baltazar Yatzachi el Bajo,3196.3,2246.5,13.903,0,0,44.248
20115,Oaxaca,San Bartolo Coyotepec,3722.4,1189.5,226.383,0,31.85,505.596
20116,Oaxaca,San Bartolome Ayautla,2547.3,1556.1,34.817,47.18,70.49,10.730
20117,Oaxaca,San Bartolome Loxicha,2431.5,761.7,11.564,167.18,41.63,16.508
20118,Oaxaca,San Bartolome Quialana,3080.6,2576.7,48.01,0,0,55.096
20119,Oaxaca,San Bartolome YucuaÃ±e,4558.8,2901.6,11.296,0,0,0.000
20120,Oaxaca,San Bartolome Zoogocho,3833.3,1796.4,19.556,0,0,31.646
20121,Oaxaca,San Bartolo Soyaltepec,2790.7,2018.3,8.494,0,0,44.510
20122,Oaxaca,San Bartolo Yautepec,1859.3,345.9,3.323,0,0,103.245
20123,Oaxaca,San Bernardo Mixtepec,2441.7,1517.7,41.837,0,0,43.011
20124,Oaxaca,San Blas Atempa,2505,1766.3,133.081,34.05,22.6,89.809
20125,Oaxaca,San Carlos Yautepec,1771.7,976.8,4.68,22.82,30.25,23.882
20126,Oaxaca,San Cristobal Amatlan,2508,1594.8,55.652,17.4,17.27,16.608
20127,Oaxaca,San Cristobal Amoltepec,3198.7,229.1,39.248,0,0,8.718
20128,Oaxaca,San Cristobal Lachirioag,2655.9,2313.4,55.363,0,0,7.692
20129,Oaxaca,San Cristobal Suchixtlahuaca,2916.7,1194.4,7.973,0,0,53.333
20130,Oaxaca,San Dionisio del Mar,1644.3,1065,21.829,0,0,24.209
20131,Oaxaca,San Dionisio Ocotepec,1572.8,1940.2,50.531,8.54,25.43,36.874
20132,Oaxaca,San Dionisio Ocotlan,3163.6,1996.3,67.614,0,0,383.333
20133,Oaxaca,San Esteban Atatlahuca,2315.1,661.8,64.239,0,0,46.225
20134,Oaxaca,San Felipe Jalapa de Diaz,2366,1312.4,184.609,45.98,73.77,19.967
20135,Oaxaca,San Felipe Tejalapam,2221,2038.9,107.454,12.49,0,171.045
20136,Oaxaca,San Felipe Usila,1781.7,1089.3,47.776,0,0,10.807
20137,Oaxaca,San Francisco Cahuacua,2635.4,1059.5,20.332,0,27.63,22.799
20138,Oaxaca,San Francisco Cajonos,3030.3,1863.6,17.672,0,0,22.422
20139,Oaxaca,San Francisco Chapulapa,3409.5,630.8,114.681,0,44.68,28.037
20140,Oaxaca,San Francisco Chindua,0,1504,28.928,0,0,35.672
20141,Oaxaca,San Francisco del Mar,2787,1993.5,21.742,26.45,26.33,7.416
20142,Oaxaca,San Francisco Huehuetlan,4063.5,1281.5,54.997,0,0,0.000
20143,Oaxaca,San Francisco Ixhuatan,2584.1,768.4,23.246,55.66,55.58,51.635
20144,Oaxaca,San Francisco Jaltepetongo,1815.3,1169.7,15.045,0,0,29.297
20145,Oaxaca,San Francisco Lachigolo,2793,2791.9,163.48,0,20.32,329.960
20146,Oaxaca,San Francisco Logueche,2679.9,624.3,36.617,33.41,33.06,13.219
20147,Oaxaca,San Francisco NuxaÃ±o,0,1989.1,17.335,0,0,25.840
20148,Oaxaca,San Francisco Ozolotepec,2672.8,1572.2,8.681,0,0,20.274
20149,Oaxaca,San Francisco Sola,3016.6,675.9,28.258,0,0,78.962
20150,Oaxaca,San Francisco Telixtlahuaca,2929.6,1727.9,175.171,0,0,187.658
20151,Oaxaca,San Francisco Teopan,1684.2,1331.3,6.793,0,0,0.000
20152,Oaxaca,San Francisco Tlapancingo,2776.5,1370.3,21.529,34.16,0,16.971
20153,Oaxaca,San Gabriel Mixtepec,2887.4,798.2,10.181,73.97,18.32,51.111
20154,Oaxaca,San Ildefonso Amatlan,2379.5,1674.3,25.354,0,76.27,46.602
20155,Oaxaca,San Ildefonso Sola,2081.4,1035.5,20.264,0,0,9.930
20156,Oaxaca,San Ildefonso Villa Alta,2292.1,2460.8,26.934,52.94,52.77,67.854
20157,Oaxaca,San Jacinto Amilpas,3711.3,2407.8,1318.73,0,17.32,539.551
20158,Oaxaca,San Jacinto Tlacotepec,2586.2,230.3,9.564,0,42,110.619
20159,Oaxaca,San Jeronimo Coatlan,2808,832.8,145.328,17.03,16.89,47.264
20160,Oaxaca,San Jeronimo Silacayoapilla,2098.8,2544.9,46.669,0,0,77.793
20161,Oaxaca,San Jeronimo Sosola,2794.5,1183.9,19.458,41.55,41.64,66.964
20162,Oaxaca,San Jeronimo Taviche,2004.4,832.5,9.603,0,0,39.960
20163,Oaxaca,San Jeronimo Tecoatl,3554.6,1509.4,88.298,0,0,41.941
20164,Oaxaca,San Jorge Nuchita,3244.3,3286.4,42.606,29.02,0,78.311
20165,Oaxaca,San Jose Ayuquila,3065.3,945.8,45.605,0,0,56.462
20166,Oaxaca,San Jose Chiltepec,2606.5,1444,55.406,8.44,8.39,63.628
20167,Oaxaca,San Jose del PeÃ±asco,1762.4,1022.1,28.551,43.54,43.27,27.211
20168,Oaxaca,San Jose Estancia Grande,3928.6,1983,9.077,99.17,98.81,27.473
20169,Oaxaca,San Jose Independencia,2623.9,1574.9,72.431,27.19,0,2.614
20170,Oaxaca,San Jose Lachiguiri,3686.7,590.6,27.885,0,0,8.287
20171,Oaxaca,San Jose Tenango,2708.6,2515.3,125.56,53.91,26.87,11.081
20172,Oaxaca,San Juan Achiutla,3129.3,2446.8,8.199,0,0,71.942
20173,Oaxaca,San Juan Atepec,3075.3,779.8,16.551,0,61.93,188.312
20174,Oaxaca,Animas Trujano,3070.3,2108.8,357.68,0,0,492.037
20175,Oaxaca,San Juan Bautista Atatlahuca,2864.2,890.7,7.247,51.11,0,60.533
20176,Oaxaca,San Juan Bautista Coixtlahuaca,2689.3,1816.2,9.753,0,37.33,126.904
20177,Oaxaca,San Juan Bautista Cuicatlan,2919.4,834.6,19.071,10.35,30.98,287.206
20178,Oaxaca,San Juan Bautista Guelache,3099.8,2153,95.328,13.48,0,227.648
20179,Oaxaca,San Juan Bautista Jayacatlan,2010.3,1304.9,8.34,0,0,12.903
20180,Oaxaca,San Juan Bautista Lo de Soto,2857.1,1091.4,36.746,123.64,0,18.847
20181,Oaxaca,San Juan Bautista Suchitepec,3046.4,1818.2,11.834,0,0,0.000
20182,Oaxaca,San Juan Bautista Tlacoatzintepec,1960,2038.6,11.871,0,0,8.897
20183,Oaxaca,San Juan Bautista Tlachichilco,2610,1005.1,12.705,0,68.8,55.556
20184,Oaxaca,San Juan Bautista Tuxtepec,3192,2089.5,255.062,67.09,70.24,255.587
20185,Oaxaca,San Juan Cacahuatepec,3290.6,1193.7,58.387,43.34,21.55,74.482
20186,Oaxaca,San Juan Cieneguilla,2284,566.7,3.135,0,0,0.000
20187,Oaxaca,San Juan Coatzospam,2392.2,2477.9,28.343,0,0,9.191
20188,Oaxaca,San Juan Colorado,2393.9,794.6,112.412,0,9.83,14.522
20189,Oaxaca,San Juan Comaltepec,1987,1522.6,19.08,0,0,20.429
20190,Oaxaca,San Juan Cotzocon,2609.7,1852.1,23.74,21.82,26.08,30.589
20191,Oaxaca,San Juan Chicomezuchil,2300,484.8,3.867,0,0,0.000
20192,Oaxaca,San Juan Chilateca,2746.5,2476.6,47.712,0,0,214.511
20193,Oaxaca,San Juan del Estado,2500,2939.8,29.735,0,0,296.136
20194,Oaxaca,San Juan del Rio,2481.8,2109.9,12.652,0,0,121.396
20195,Oaxaca,San Juan Diuxi,3251.4,1279.2,10.891,0,0,0.000
20196,Oaxaca,San Juan Evangelista Analco,2500,653.8,12.27,0,0,114.943
20197,Oaxaca,San Juan Guelavia,2481.4,2073.5,184.099,0,0,64.611
20198,Oaxaca,San Juan Guichicovi,2388.7,1454.5,52.849,13.82,27.57,17.524
20199,Oaxaca,San Juan Ihualtepec,1806.5,1396.6,3.367,0,0,15.576
20200,Oaxaca,San Juan Juquila Mixes,3402.6,1060.1,16.306,0,23.72,17.619
20201,Oaxaca,San Juan Juquila Vijanos,2649.7,896.1,50.811,53.88,53.62,4.946
20202,Oaxaca,San Juan Lachao,2763.8,645.7,24.077,0,19.64,24.155
20203,Oaxaca,San Juan Lachigalla,2173.9,1116.9,25.918,301.94,30.02,17.483
20204,Oaxaca,San Juan Lajarcia,3141.4,790.8,3.944,0,0,29.718
20206,Oaxaca,San Juan de los Cues,1906.9,1002.5,20.853,0,0,48.058
20207,Oaxaca,San Juan Mazatlan,1882.7,1666.2,9.562,33.35,22.1,9.882
20208,Oaxaca,San Juan Mixtepec Distrito 08,3476.9,3223.1,33.172,77.05,38.49,26.693
20209,Oaxaca,San Juan Mixtepec Distrito 26,4824.1,1015.2,11.327,0,158.18,42.796
20210,Oaxaca,San Juan Ã‘umi,3092.1,1024.9,133.08,26.73,26.55,22.753
20211,Oaxaca,San Juan Ozolotepec,2410.9,822.1,29.059,118.05,58.63,14.388
20212,Oaxaca,San Juan Petlapa,1612.5,394,12.277,35.03,0,9.865
20213,Oaxaca,San Juan Quiahije,3562.2,1105.9,45.754,57.77,0,7.238
20214,Oaxaca,San Juan Quiotepec,2804.6,1409.8,6.249,0,0,18.735
20215,Oaxaca,San Juan Sayultepec,2767.9,761.4,52.984,0,0,47.676
20216,Oaxaca,San Juan Tabaa,2390.7,2203.1,46.323,0,0,21.723
20217,Oaxaca,San Juan Tamazola,3048.3,1178.3,21.188,0,0,29.230
20218,Oaxaca,San Juan Teita,1854.3,395.5,6.99,0,0,15.798
20219,Oaxaca,San Juan Teitipac,2747.6,1626.6,232.404,0,0,125.693
20220,Oaxaca,San Juan Tepeuxila,2020,538.1,7.352,0,37.49,10.937
20221,Oaxaca,San Juan Teposcolula,2486.6,2076.5,26.023,76.29,0,30.888
20222,Oaxaca,San Juan Yaee,2866.4,1769.1,15.31,0,0,6.402
20223,Oaxaca,San Juan Yatzona,2692.3,886.1,11.497,0,0,0.000
20224,Oaxaca,San Juan Yucuita,2662.7,899.5,8.543,0,0,32.520
20225,Oaxaca,San Lorenzo,2291.4,1570.2,66.096,15.99,15.89,4.719
20226,Oaxaca,San Lorenzo Albarradas,2126,1336.8,48.514,0,0,48.696
20227,Oaxaca,San Lorenzo Cacaotepec,2523.7,1947.9,1432.734,32.2,25.58,393.867
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,3578.9,1449.8,65.282,0,0,0.000
20229,Oaxaca,San Lorenzo Texmelucan,1944.6,278.7,30.127,0,0,2.347
20230,Oaxaca,San Lorenzo Victoria,3271.4,881.1,30.438,0,0,59.406
20231,Oaxaca,San Lucas Camotlan,2103,638.3,24.98,0,0,60.683
20232,Oaxaca,San Lucas Ojitlan,2154.9,717,37.235,13,21.52,47.463
20233,Oaxaca,San Lucas Quiavini,3333.3,2079.5,29.307,0,0,66.852
20234,Oaxaca,San Lucas Zoquiapam,2475.1,975.2,187.17,13.1,26.11,2.594
20235,Oaxaca,San Luis Amatlan,2832,1114.8,22.397,52.65,0,45.009
20236,Oaxaca,San Marcial Ozolotepec,1936.3,3172.8,25.607,61.73,184.1,6.418
20237,Oaxaca,San Marcos Arteaga,2615,3438.8,11.705,75.66,0,78.459
20238,Oaxaca,San Martin de los Cansecos,2191.8,1292.6,21.642,0,0,56.180
20239,Oaxaca,San Martin Huamelulpam,3439.5,1980.2,34.083,0,0,73.462
20240,Oaxaca,San Martin Itunyoso,4139.3,1749.3,33.148,0,81.91,30.172
20241,Oaxaca,San Martin Lachila,3291.5,1849.1,20.78,0,0,89.686
20242,Oaxaca,San Martin Peras,2184.7,2697.2,52.404,28.53,0,21.504
20243,Oaxaca,San Martin Tilcajete,2841.4,1328.9,73.722,0,0,190.981
20244,Oaxaca,San Martin Toxpalan,2492.2,1122.3,62.924,0,0,60.408
20245,Oaxaca,San Martin Zacatepec,2366.9,1233.2,17.296,0,0,22.693
20246,Oaxaca,San Mateo Cajonos,3457.4,1818.2,23.942,0,0,185.185
20247,Oaxaca,Capulalpam de Mendez,3341.3,865.1,84.587,0,0,228.113
20248,Oaxaca,San Mateo del Mar,1600.2,1012.5,206.869,32.48,6.46,53.896
20249,Oaxaca,San Mateo Yoloxochitlan,2430.6,1560.6,250.229,0,0,23.949
20250,Oaxaca,San Mateo Etlatongo,2776,514.9,51.114,0,0,50.761
20251,Oaxaca,San Mateo Nejapam,1842.1,201,43.356,0,0,92.984
20253,Oaxaca,San Mateo PiÃ±as,2426.7,1122.8,9.542,0,50.43,20.387
20254,Oaxaca,San Mateo Rio Hondo,2155.9,2173.6,34.912,0,0,64.576
20255,Oaxaca,San Mateo Sindihui,2182.8,1302.6,10.912,0,44.14,18.993
20256,Oaxaca,San Mateo Tlapiltepec,3064.5,1116.1,6.189,0,0,170.940
20257,Oaxaca,San Melchor Betaza,2649,1440.2,28.432,0,0,37.453
20258,Oaxaca,San Miguel Achiutla,3404.3,2275.3,11.639,0,0,206.452
20259,Oaxaca,San Miguel Ahuehuetitlan,2043.7,855.9,22.688,0,115.51,28.169
20260,Oaxaca,San Miguel Aloapam,3072.8,718.2,16.356,0,39.38,13.095
20261,Oaxaca,San Miguel Amatitlan,2336.3,1026.6,35.281,12.34,0,21.773
20262,Oaxaca,San Miguel Amatlan,2035.1,1873.1,64.729,0,0,58.766
20263,Oaxaca,San Miguel Coatlan,1951.8,742.6,19.197,25.4,0,20.492
20264,Oaxaca,San Miguel Chicahua,3766.9,281.4,22.974,0,0,4.498
20265,Oaxaca,San Miguel Chimalapa,1846.4,918.3,4.211,14.92,44.67,49.178
20266,Oaxaca,San Miguel del Puerto,2676,876.6,17.5,32.24,21.34,60.416
20267,Oaxaca,San Miguel del Rio,2025.3,942.6,6,0,0,0.000
20268,Oaxaca,San Miguel Ejutla,2821.6,1005.9,28.141,0,97.23,106.589
20269,Oaxaca,San Miguel el Grande,3969.3,1601.4,52.008,0,0,148.098
20270,Oaxaca,San Miguel Huautla,3343.9,475.3,11.811,0,0,51.858
20271,Oaxaca,San Miguel Mixtepec,1454.2,597.6,65.883,0,0,54.201
20272,Oaxaca,San Miguel Panixtlahuaca,3735.1,2021.2,23.673,14.91,132.87,19.208
20273,Oaxaca,San Miguel Peras,2223.7,851.8,31.502,0,0,25.989
20274,Oaxaca,San Miguel Piedras,2605.9,590.1,12.245,80.6,0,0.000
20275,Oaxaca,San Miguel Quetzaltepec,1523.7,1502.6,36.608,35.65,106.09,3.524
20276,Oaxaca,San Miguel Santa Flor,3450,2307.7,18.056,0,0,13.699
20277,Oaxaca,Villa Sola de Vega,2215.1,988.3,18.161,53.39,37.93,73.998
20278,Oaxaca,San Miguel Soyaltepec,2577.2,1012.1,66.783,15.58,25.82,20.506
20279,Oaxaca,San Miguel Suchixtepec,2175.9,2213.9,27.358,0,0,49.418
20280,Oaxaca,Villa Talea de Castro,3178.7,1241.8,36.657,0,0,76.014
20281,Oaxaca,San Miguel Tecomatlan,3404.3,1353.4,9.561,0,0,32.051
20282,Oaxaca,San Miguel Tenango,1904.8,631,1.999,0,0,13.351
20283,Oaxaca,San Miguel Tequixtepec,1963.6,631.9,7.116,0,96.92,75.901
20284,Oaxaca,San Miguel Tilquiapam,3176,2565.9,79.418,0,0,21.746
20285,Oaxaca,San Miguel Tlacamama,2788.9,2015.3,33.825,0,0,44.914
20286,Oaxaca,San Miguel Tlacotepec,3041,2300.9,27.612,31.27,0,76.829
20287,Oaxaca,San Miguel Tulancingo,0,1723,5.729,0,0,344.828
20288,Oaxaca,San Miguel Yotao,2934.8,691.4,9.968,0,0,16.000
20289,Oaxaca,San Nicolas,3123.1,801.8,41.377,0,82.32,83.963
20290,Oaxaca,San Nicolas Hidalgo,2370.7,994.9,18.579,0,189.75,95.877
20291,Oaxaca,San Pablo Coatlan,2105.3,1175.5,45.252,46.18,22.99,48.066
20292,Oaxaca,San Pablo Cuatro Venados,1462.6,878.8,25.183,68.38,0,55.249
20293,Oaxaca,San Pablo Etla,3502.9,2479.2,515.542,5.44,16.17,415.625
20294,Oaxaca,San Pablo Huitzo,3206,1842.3,110.266,0,29.92,291.863
20295,Oaxaca,San Pablo Huixtepec,2836.6,1616,561.03,0,10.28,159.444
20296,Oaxaca,San Pablo Macuiltianguis,2878.2,820.2,5.894,0,0,324.324
20297,Oaxaca,San Pablo Tijaltepec,1939.2,1150.2,43.126,0,0,16.149
20298,Oaxaca,San Pablo Villa de Mitla,2639.9,2326.8,163.837,8.06,0,131.828
20299,Oaxaca,San Pablo Yaganiza,2377.6,1392.3,32.656,0,0,18.018
20300,Oaxaca,San Pedro Amuzgos,3162.6,1335.5,89.622,13.65,13.54,55.667
20301,Oaxaca,San Pedro Apostol,3625.9,1196,69.395,0,0,238.394
